id,kid
553,5
553,754
554,405
554,126
554,1178
554,411
555,991
555,994
556,1401
556,1500
556,64
556,1068
557,1144
557,489
557,858
558,1566
558,1567
558,1552
558,766
558,804
558,954
560,1173
560,829
560,714
562,1265
562,1249
562,644
563,1481
563,1535
563,437
564,200
564,437
565,1496
565,1128
565,883
566,1537
566,1167
566,421
567,193
567,955
567,642
567,1464
568,1161
568,260
568,158
569,56
569,347
569,86
569,1467
570,443
570,1633
570,201
572,310
572,1227
572,1101
573,669
573,660
573,357
573,659
574,774
574,156
575,513
575,606
575,648
575,1055
575,1104
576,739
576,740
576,896
576,1673
576,1017
577,359
577,1185
577,1183
577,1359
578,1211
578,1250
578,1383
578,1418
578,274
579,667
579,1031
579,1608
580,875
580,1372
580,1138
581,654
581,1469
581,3
581,4
582,971
582,1223
582,734
582,345
582,629
583,1386
583,1454
583,1526
583,936
583,1629
584,25
584,754
584,1109
584,367
584,1332
585,726
585,863
585,578
585,949
586,785
586,928
586,1420
587,947
587,948
587,493
587,1123
587,320
588,149
588,745
588,1009
589,1504
589,592
589,1210
589,1206
589,126
591,1508
591,1474
591,1341
591,48
591,652
591,388
592,1340
592,1005
592,1187
592,556
592,1131
593,31
593,678
593,721
593,750
593,1292
594,669
594,357
594,1388
594,1590
594,1637
595,672
595,268
595,1541
595,1409
595,291
596,11
596,1393
596,904
596,515
596,120
597,971
597,812
597,1325
597,1223
597,815
598,359
598,1168
598,1116
598,566
598,142
598,1186
600,1003
600,718
600,1134
600,522
601,65
601,916
601,1349
601,1404
601,545
601,1403
602,1519
602,446
603,1624
603,1463
603,910
605,1490
605,1491
605,314
605,865
606,143
606,805
606,806
606,807
606,383
606,396
606,1294
607,105
607,1213
607,1388
608,438
608,1535
608,1480
609,709
609,1214
609,1517
609,214
610,1487
610,1276
611,632
611,897
611,857
612,773
612,154
612,1052
613,1348
613,465
613,185
613,1164
613,373
616,1309
616,152
616,1416
616,687
617,1555
617,360
617,968
617,1589
618,1370
618,94
618,1281
618,622
620,1545
620,901
620,1192
621,1000
621,977
621,1582
621,164
621,900
621,90
621,89
622,166
622,494
623,228
623,229
623,647
623,1377
624,1640
624,749
624,126
624,1124
625,656
625,828
626,958
626,569
626,459
626,1563
626,847
627,1644
627,1468
627,248
627,300
627,1658
628,455
628,580
629,118
629,1139
630,201
630,1641
630,1392
631,1402
631,1440
632,1217
632,1462
632,1040
632,560
633,1083
633,1413
633,290
633,914
634,1365
634,1049
634,938
637,1631
637,1520
637,448
637,1641
638,1272
638,153
638,763
638,940
639,595
639,307
639,1043
639,353
640,491
640,350
640,1030
643,1208
643,1334
643,585
644,247
644,989
644,412
647,875
647,382
647,1372
648,161
648,452
648,1236
650,436
650,1259
650,1560
650,1669
651,1593
651,1637
651,200
651,126
652,814
652,1421
652,1627
653,604
653,10
653,126
654,663
654,1119
654,401
