source_x,title,doi,license,abstract,publish_time,journal,url,volume,issue,start_page,end_page,id
DP FAMNIT,Embedded graphs whose links have the largest possible number of components,10.26493/1855-3974.494.88e,CC BY 4.0,We derive the basic properties of graphs embedded on surfaces of positive genus whose corresponding link diagrams have the largest possible number of components.,2015-03-11,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/494,8,2,319,335,278
DP FAMNIT,PhD Fellowship of the National Institute of Chemistry,NA,CC BY 4.0,NA,2015-04-17,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/837,8,2,NA,NA,279
DP FAMNIT,Quartic integral Cayley graphs,10.26493/1855-3974.502.566,CC BY 4.0,"We give exhaustive lists of connected 4-regular integral Cayley graphs and connected 4-regular integral arc-transitive graphs. An integral graph is a graph for which all eigenvalues are integers. A Cayley graph Cay(Γ, S) for a given group Γ and connection set S ⊂ Γ is the graph with vertex set Γ and with a connected to b if and only if ba−1 ∈ S. Up to isomorphism, we find that there are 32 connected quartic integral Cayley graphs; 17 of which are bipartite. Many of these can be realized in a number of different ways by using non-isomorphic choices for Γ and/or S. A graph is arc-transitive if its automorphism group acts transitively upon ordered pairs of adjacent vertices. Up to isomorphism, there are 27 quartic integral graphs that are arc-transitive. Of these 27 graphs, 16 are bipartite and 16 are Cayley graphs. By taking quotients of our Cayley or arc-transitive graphs we also find a number of other quartic integral graphs. Overall, we find 9 new spectra that can be realised by bipartite quartic integral graphs.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/502,8,2,381,408,280
DP FAMNIT,Strongly light subgraphs in the 1-planar graphs with minimum degree 7,10.26493/1855-3974.564.d96,CC BY 4.0,"A graph is 1-planar if it can be drawn in the plane such that every edge crosses at most one other edge. A connected graph H is strongly light in a family of graphs G, if there exists a constant lambda, such that every graph G in G contains a subgraph K isomorphic to H with deg_G (v) <= lambda for all v in V(K). In this paper, we present some strongly light subgraphs in the family of 1-planar graphs with minimum degree 7.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/564,8,2,409,416,281
DP FAMNIT,The multisubset sum problem for finite abelian groups,10.26493/1855-3974.566.0da,CC BY 4.0,"We use a similar techique as in M. Kosters, The subset problem for finite abelian groups, J. Combin. Theory Ser. A 120 (2013), 527-530, to derive a formula for the number of multisubsets of a finite abelian group G with any given size and any given multiplicity such that the sum is equal to a given element g from G. This also gives the number of partitions of g into a given number of parts over a finite abelian group.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/566,8,2,417,423,282
DP FAMNIT,Alternating plane graphs,10.26493/1855-3974.584.09a,CC BY 4.0,"A plane graph is called alternating if all adjacent vertices have different degrees, and all neighboring faces as well. Alternating plane graphs were introduced in 2008. This paper presents the previous research on alternating plane graphs.

There are two smallest alternating plane graphs, having 17 vertices and 17 faces each. There is no alternating plane graph with 18 vertices, but alternating plane graphs exist for all cardinalities from 19 on. From a small set of initial building blocks, alternating plane graphs can be constructed for all large cardinalities. Many of the small alternating plane graphs have been found with extensive computer help.

Theoretical results on alternating plane graphs are included where all degrees have to be from the set {3,4,5}. In addition, several classes of “weak alternating plane graphs” (with vertices of degree 2) are presented.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/584,8,2,337,363,283
DP FAMNIT,Chiral covers of hypermaps,10.26493/1855-3974.587.3eb,CC BY 4.0,"Generalising a conjecture of Singerman, it is shown that there are orientably regular chiral hypermaps (equivalently regular chiral dessins d'enfants) of every non-spherical type. The proof uses the representation theory of automorphism groups of Riemann surfaces acting on homology and on various spaces of differentials. Some examples are given.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/587,8,2,425,431,284
DP FAMNIT,On global location-domination in graphs,10.26493/1855-3974.591.5d0,CC BY 4.0,"A dominating set S of a graph G is called locating-dominating, LD-set for short, if every vertex v not in S is uniquely determined by the set of neighbors of v belonging to S. Locating-dominating sets of minimum cardinality are called LD-codes and the cardinality of an LD-code is the location-domination number lambda(G). An LD-set S of a graph G is  global if it is an LD-set of both G and its complement G'. The global location-domination number lambda g(G) is introduced as  the minimum cardinality of a global LD-set of G.

In this paper, some general relations between  LD-codes and the location-domination number in a graph and its complement are presented first. 
Next, a number of basic properties involving the global location-domination number are showed. Finally, both parameters are studied in-depth for the family of block-cactus graphs.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/591,8,2,365,379,285
DP FAMNIT,The Cayley isomorphism property for groups of order 8p,10.26493/1855-3974.593.12f,CC BY 4.0,"For every prime p > 3 we prove that Q x Z_p is a DCI-group. Using the same method we reprove the fact that Z_2^3 x Z_p is a CI-group for every prime p > 3, which was obtained in E. Dobson, P. Spiga, CI-groups with respect to ternary relational structures: new examples, Ars Math. Contemp. 6 (2012), 351-364. This result completes the description of CI-groups of order 8p.",2015-05-27,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/593,8,2,433,444,286
DP FAMNIT,What do we publish in AMC?,NA,CC BY 4.0,NA,2015-06-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/846,8,2,NA,NA,287
DP FAMNIT,What can Wikipedia and Google tell us about stock prices under different market regimes?,10.26493/1855-3974.561.37f,CC BY 4.0,"In less than five years a surprisingly high level of attention has built up in the possible connection between internet search data and stock prices. It is the main aim of this paper to point out how this connection may depend heavily on different regimes of the market, i.e. the bear market vs. the bull market. We consider three types of internet search data (relative Google search frequencies of company tickers, relative Google search frequencies of company names and page visits of Wikipedia articles about individual companies) and a substantial sample of companies which are members of the S&P 500 index. We discover two inverse patterns in stock prices: in the bear market what we propose to term a ""merry frown"" and in bull market a ""sour smile"", both clearly seen especially for the Wikipedia data. We propose market neutral strategies that exploit these new patterns and yield up to 17% in average annual return during our sample period from 2008 to 2013.",2015-06-26,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/561,9,2,301,320,288
DP FAMNIT,Spectral centrality measures in temporal networks,10.26493/1855-3974.810.5de,CC BY 4.0,"In our previous article we defined temporal quantities used for the description of temporal networks with zero latency and we showed that some centrality measures (e.g. degree, betweenness, closeness) can be extended to the case of temporal networks. In this article we broaden the scope of centrality measures in temporal networks to centrality measures derived from the eigenvectors of network matrices, namely the eigenvector in-centrality, the eigenvector out-centrality, the Katz centrality, the Bonacich a and (a,b)-centrality, the HITS algorithm (also known as Hubs and Authorities) introduced by Kleinberg, and the PageRank algorithm defined by Page and Brin.
We extended our Python library TQ (Temporal Quantities) to include the algorithms from our research. The library is available online. The procedures will also be added to the user friendly program called Ianus. We tested the proposed algorithms on Franzosi’s violence network and on Corman’s Reuter terror news network and show the results.",2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/810,11,1,11,33,289
DP FAMNIT,Levels in bargraphs,10.26493/1855-3974.600.5d2,CC BY 4.0,"Bargraphs are lattice paths in N_0^2, which start at the origin and terminate immediately upon return to the x-axis. The allowed steps are the up step (0,1), the down step (0,-1) and the horizontal step (1,0). The first step is an up step and the horizontal steps must all lie above the x-axis. An up step cannot follow a down step and vice versa. In this paper we consider levels, which are maximal sequences of two or more adjacent horizontal steps. We find the generating functions that count the total number of levels, the leftmost x-coordinate and the height of the first level and obtain the generating function for the mean of these parameters. Finally, we obtain the asymptotics of these means as the length of the path tends to infinity.",2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/600,9,2,287,300,290
DP FAMNIT,Edge looseness of plane graphs,10.26493/1855-3974.609.e4d,CC BY 4.0,A face of an edge colored plane graph is called e-loose if the number of colors used on its edges is at least three. The e-looseness of a plane graph G is the minimum positive integer k such that any edge coloring of G with k colors involves an e-loose face. In this paper we determine tight lower and upper bounds for the e-looseness of connected plane graphs. These bounds are expressed by linear polynomials of the number of faces.,2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/609,9,2,279,286,291
DP FAMNIT,Nowhere-zero 3-flows in graphs admitting solvable arc-transitive groups of automorphisms,10.26493/1855-3974.616.a7a,CC BY 4.0,Tutte's 3-flow conjecture asserts that every 4-edge-connected graph has a nowhere-zero 3-flow. In this note we prove that every regular graph of valency at least four admitting a solvable arc-transitive group of automorphisms admits a nowhere-zero 3-flow.,2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/616,10,1,85,90,292
DP FAMNIT,Quasi-configurations: Building blocks for point-line configurations,10.26493/1855-3974.642.bbb,CC BY 4.0,"We study point-line incidence structures and their properties in the projective plane. Our motivation is the problem of the existence of (n_4) configurations, still open for few remaining values of n. Our approach is based on quasi-configurations: point-line incidence structures where each point is incident to at least 3 lines and each line is incident to at least 3 points. We investigate the existence problem for these quasi-configurations, with a particular attention to 3|4-configurations where each element is 3- or 4-valent. We use these quasi-configurations to construct the first (37_4) and (43_4) configurations. The existence problem of finding (22_4), (23_4), and (26_4) configurations remains open.",2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/642,10,1,99,112,293
DP FAMNIT,On the split structure of lifted groups,10.26493/1855-3974.670.306,CC BY 4.0,"Let wp: tildeX -> X be a regular covering projection of connected graphs with the  group of covering transformations CT_wp being abelian. Assuming that a  group of automorphisms G <= Aut (X) lifts along wp to a group tildeG <= Aut(tildeX), the problem whether the corresponding exact sequence id -> CT_wp -> tildeG -> G -> id splits is analyzed in detail in terms of a Cayley voltage assignment that reconstructs the projection up to equivalence.

In the above combinatorial setting the extension is given only implicitly: 
neither tildeG nor the action G -> Aut CT_wp nor a 2-cocycle GxG -> CT_wp, are given. Explicitly constructing the cover tildeX together with  CT_wp and  tildeG as permutation groups on tildeX is time and space consuming whenever CT_wp is large; thus, using the implemented  algorithms (for instance, HasComplement in Magma) is far from optimal. Instead,  we show that the minimal required information about the action and the 2-cocycle can  be effectively decoded directly from voltages (without explicitly constructing the cover and the lifted group); one could then use the standard method by reducing the problem to solving a linear system of equations over the integers. However, along these lines we here take a slightly different approach which  even  does not require any knowledge of cohomology. Time and space complexity are formally analyzed whenever CT_wp is elementary abelian.",2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/670,10,1,113,134,294
DP FAMNIT,A note on nowhere-zero 3-ﬂows and Z_3-connectivity,10.26493/1855-3974.676.1a9,CC BY 4.0,"There are many major open problems in integer flow theory, such as Tutte's 3-flow conjecture that every 4-edge-connected graph admits a nowhere-zero 3-flow, Jaeger et al.'s conjecture that every 5-edge-connected graph is Z_3-connected and Kochol's conjecture that every bridgeless graph with at most three 3-edge-cuts admits a nowhere-zero 3-flow (an equivalent version of 3-flow conjecture). Thomassen proved that every 8-edge-connected graph is Z_3-connected and therefore admits a nowhere-zero 3-flow. Furthermore, Lovasz, Thomassen, Wu and Zhang improved Thomassen's result to 6-edge-connected graphs. In this paper, we prove that: (1) Every 4-edge-connected graph with at most seven 5-edge-cuts admits a nowhere-zero 3-flow. (2) Every bridgeless graph containing no 5-edge-cuts but at most three 3-edge-cuts admits a nowhere-zero 3-flow. (3) Every 5-edge-connected graph with at most five 5-edge-cuts is Z_3-connected. Our main theorems are partial results to Tutte's 3-flow conjecture, Kochol's conjecture and Jaeger et al.'s conjecture, respectively.",2015-07-05,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/676,10,1,91,98,295
DP FAMNIT,The Cartesian product of graphs with loops,10.26493/1855-3974.715.c3d,CC BY 4.0,"We extend the definition of the Cartesian product to graphs with loops and show that the Sabidussi–Vizing unique factorization theorem for connected finite simple graphs still holds in this context for all connected finite graphs with at least one unlooped vertex. We also prove that this factorization can be computed in O(m) time, where m is the number of edges of the given graph.",2015-07-06,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/715,11,1,1,9,296
DP FAMNIT,Is it time for electronic only?,NA,CC BY 4.0,NA,2015-07-24,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/901,9,1,NA,NA,297
DP FAMNIT,Subdivision into i-packings and S-packing chromatic number of some lattices,10.26493/1855-3974.436.178,CC BY 4.0,"An i-packing in a graph G is a set of vertices at pairwise distance greater than i. For a nondecreasing sequence of integers S=(s_1,s_2,...), the S-packing chromatic number of a graph G is the least integer k such that there exists a coloring of G into k colors where each set of vertices colored i, i=1,..., k, is an s_i-packing.

This paper describes various subdivisions of an i-packing into j-packings (j>i) for the hexagonal, square and triangular lattices. These results allow us to bound the S-packing chromatic number for these graphs, with more precise bounds and exact values for sequences S=(s_i, i in N*), s_i = d+ [(i-1)/n].",2015-07-30,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/436,9,2,321,344,298
DP FAMNIT,Unilateral and equitransitive tilings by squares of four sizes,10.26493/1855-3974.644.d7c,CC BY 4.0,D. Schattschneider proved that there are exactly eight unilateral and equitransitive tilings of the plane by squares of three distinct sizes. This article extends Schattschneider’s methods to determine a classification of all such tilings by squares of four different sizes. It is determined that there are exactly 39 unilateral and equitransitive tilings by squares of four different sizes.,2015-08-07,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/644,10,1,135,167,299
DP FAMNIT,"Z_3-connectivity of K_{1,3}-free graphs without induced cycle of length at least 5",10.26493/1855-3974.733.105,CC BY 4.0,"Jaeger et al. conjectured that every 5-edge-connected graph is Z_3-connected.  In this paper, we prove that every 4-edge-connected K_{1, 3}-free graph without any induced cycle of length at least 5 is Z_3-connected, which partially generalizes the earlier results of Lai [Graphs and Combin. 16 (2000) 165-176] and Fukunaga [Graphs and Combin. 27 (2011) 647-659].",2015-08-07,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/733,11,1,35,47,300
DP FAMNIT,Finite two-distance-transitive graphs of valency 6,10.26493/1855-3974.781.d31,CC BY 4.0,"A non-complete graph Gamma is said to be (G,2)-distance-transitive if, for i = 1,2 and for any two vertex pairs (u_1,v_1) and (u_2,v_2) with d_Gamma(u_1,v_1) = d_Gamma(u_2,v_2) = i, there exists g in G such that (u_1,v_1)^g=(u_2,v_2). This paper classifies the family of (G,2)-distance-transitive graphs of valency 6 which are not (G,2)-arc-transitive.",2015-08-07,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/781,11,1,49,58,301
DP FAMNIT,Two-arc-transitive two-valent digraphs of certain orders,10.26493/1855-3974.747.2d3,CC BY 4.0,"The topic of this paper is digraphs of in-valence and out-valence 2 that admit a 2-arc-transitive group of automorphisms. We classify such digraphs that satisfy certain additional conditions on their order. In particular, a classification of those with order kp or kp2 where k ≤ 14 and p is a prime can be deduced from the results of this paper.",2015-08-07,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/747,11,1,127,146,302
DP FAMNIT,Irreducibility of configurations,10.26493/1855-3974.617.d8e,CC BY 4.0,"In a paper from 1886, Martinetti enumerated small v_3-configurations. One of his tools was a construction that permits to produce a (v+1)_3-configuration from a v_3-configuration. He called configurations that were not constructible in this way irreducible configurations. According to his definition, the irreducible configurations are Pappus' configuration and four infinite families of configurations. In 2005, Boben defined a simpler and more general definition of irreducibility, for which only two v_3-configurations, the Fano plane and Pappus' configuration, remained irreducible. The present article gives a generalization of Boben's reduction for both balanced and unbalanced (v_r,b_k)-configurations, and proves several general results on augmentability and reducibility. Motivation for this work is found, for example, in the counting and enumeration of configurations.",2015-09-09,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/617,10,1,169,181,303
DP FAMNIT,On gamma-hyperellipticity of graphs,10.26493/1855-3974.650.00d,CC BY 4.0,"The basic objects of research in this paper are graphs and their branched coverings. By a graph, we mean a finite connected multigraph. The genus of a graph is defined as the rank of the first homology group. A graph is said to be gamma-hyperelliptic if it is a two fold branched covering of a genus gamma graph. The corresponding covering involution is called gamma-hyperelliptic.

The aim of the paper is to provide a few criteria for the involution tau acting on a graph X of genus g to be gamma-hyperelliptic. If tau has at least one fixed point then the first criterium states that there is a basis in the homology group H_1(X) whose elements are either invertible or split into gamma interchangeable pairs under the action of tau_*. The second criterium is given by the formula tr_{H_1(X)}, (tau_*) = 2 gamma - g. Similar results are also obtained in the case when tau acts fixed point free.",2015-09-09,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/650,10,1,183,192,304
DP FAMNIT,Classification of the regular oriented hypermaps with prime number of hyperfaces,10.26493/1855-3974.657.77e,CC BY 4.0,"Regular oriented hypermaps are triples (G;a,b) consisting of a finite 2-generated group G and a pair a, b of generators of G, where the left cosets of <a>, <b> and <ab> describe respectively the hyperfaces, hypervertices and hyperedges. They generalise regular oriented maps (triples with ab of order 2) and describe cellular embeddings of regular hypergraphs on orientable surfaces. 
Previously, we have classified the regular oriented hypermaps with a prime number of hyperfaces and with no non-trivial regular proper quotients with the same number of hyperfaces (i.e. primer hypermaps with prime number of hyperfaces), which generalises the classification of regular oriented maps with prime number of faces and underlying simple graph. Now we classify the regular oriented hypermaps with a prime number of hyperfaces. As a result of this classification, we conclude that the regular oriented hypermaps with prime p hyperfaces have metacyclic automorphism groups and the chiral ones have cyclic chirality groups; of these the ""canonical metacyclic"" (i.e. those for which <a> is normal in G) have chirality index a divisor of n (the hyperface valency) and the non ""canonical metacyclic"" have chirality index p. We end the paper by counting, for each positive integer n and each prime p, the number of regular oriented hypermaps with p hyperfaces of valency n.",2015-09-18,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/657,10,1,193,209,305
DP FAMNIT,Spherical folding tessellations by kites and isosceles triangles IV,10.26493/1855-3974.703.05c,CC BY 4.0,"The classification of the dihedral folding tessellations of the sphere and the plane whose prototiles are a kite and an equilateral triangle were obtained in [C. Avelino and A. Santos, Spherical and planar folding tessellations by kites and equilateral triangles, Australasian Journal of Combinatorics, 53 (2012), 109–125.]. Recently, this classification was extended to isosceles triangles so that the classification of spherical folding tesselations by kites and isosceles triangles in three cases of adjacency was presented in [C. Avelino and A. Santos, Spherical Folding Tessellations by Kites and Isosceles Triangles: a case of adjacency, Mathematical Communications, 19 (2014), 1–28.; C. Avelino and A. Santos, Spherical Folding Tessellations by Kites and Isosceles Triangles II, International Journal of Pure and Applied Mathematics, 85 (2013), 45–67.; C.Avelino and A.Santos, Spherical Folding Tessellations by Kites and Isosceles Triangles III, submitted.]. In this paper we finalize this classification presenting all the dihedral folding tessellations of the sphere by kites and isosceles triangles in the remaining three cases of adjacency, that consists of five sporadic isolated tilings. A list containing these tilings including its combinatorial structure is presented at the end of this paper.",2015-09-18,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/703,11,1,59,78,306
DP FAMNIT,Distinguishing  graphs by total colourings,10.26493/1855-3974.751.9a8,CC BY 4.0,"We introduce the total distinguishing number Dʺ(G) of a graph G as the least number d such that G has a total colouring (not necessarily proper) with d colours that is only preserved by the trivial automorphism. This is an analog to the notion of the distinguishing number D(G), and the distinguishing index Dʹ(G), which are defined for colourings of vertices and edges, respectively. We obtain a general sharp upper bound: Dʺ(G) ≤ ⌈√Δ (G)⌉ for every connected graph G.

We also introduce the total distinguishing chromatic number χʺD(G) similarly defined for proper total colourings of a graph G. We prove that χʺD(G) ≤ χʺ(G) + 1 for every connected graph G with the total chromatic number χʺ(G). Moreover, if χʺ(G) ≥ Δ (G) + 2, then χʺD(G) = χʺ(G). We prove these results by setting sharp upper bounds for the minimal number of colours in a proper total colouring such that each vertex has a distinct set of colour walks emanating from it.",2015-09-24,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/751,11,1,79,89,307
DP FAMNIT,Accola theorem on hyperelliptic graphs,10.26493/1855-3974.790.202,CC BY 4.0,"In this paper, we prove the following theorem:
If a graph X is a degree 2 (unramified) covering of a hyperelliptic graph of genus g >= 2, then X is gamma-hyperelliptic for some gamma <= [(g-1)/2]. This is a discrete analogue of the corresponding theorem for Riemann surfaces. The Bass-Serre theory of coverings of graphs of groups is employed to get the main result.",2015-09-24,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/790,11,1,91,99,308
DP FAMNIT,A note on automorphisms of halved Cayley graphs of Coxeter systems,10.26493/1855-3974.809.5b0,CC BY 4.0,We consider the halved Cayley graphs of Coxeter systems and show that every automorphism of such a graph can be uniquely extended to an automorphism of the corresponding Cayley graph.,2015-09-24,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/809,11,1,101,106,309
DP FAMNIT,Involutes of polygons of constant width in Minkowski planes,10.26493/1855-3974.887.ae1,CC BY 4.0,"Consider a convex polygon P in the plane, and denote by U a homothetical copy of the vector sum of P and -P. Then the polygon U, as unit ball, induces a norm such that, with respect to this norm, P has constant Minkowskian width. We define notions like Minkowskian curvature, evolutes and involutes for polygons of constant U-width, and we prove that many properties of the smooth case, which is already completely studied, are preserved. The iteration of involutes generates a pair of sequences of polygons of constant width with respect to the Minkowski norm and its dual norm, respectively. We prove that these sequences are converging to symmetric polygons with the same center, which can be regarded as a central point of the polygon P.",2015-09-24,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/887,11,1,107,125,310
DP FAMNIT,Algorithmic enumeration of regular maps,10.26493/1855-3974.544.1b4,CC BY 4.0,"Given a finite group G, we describe an algorithm that enumerates the regular maps having G as rotational subgroup, using the knowledge of its table of ordinary characters and its subgroup lattice. To show the efficiency of our algorithm, we use it to compute that, up to isomorphism, there are 796,772 regular maps whose rotational subgroup is the sporadic simple group of O'Nan and Sims.",2015-09-24,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/544,10,2,211,222,311
DP FAMNIT,Testing whether the lifted group splits,10.26493/1855-3974.699.e89,CC BY 4.0,"Let a group of automorphisms lift along a regular covering projection of connected graphs given combinatorially by means of voltages. The data that determine the lifted group and its action are then conveniently encoded in terms of voltages as well. Along these lines, an algorithm for testing whether the lifted group is a split extension of the group of covering transformations has recently been proposed in the case when the group of covering transformations is solvable. It consists of decomposing the covering into a series of coverings with elementary abelian groups of covering transformations, and inductively solving the problem at every elementary abelian step. Although the explicit construction of the lifted group is not needed, it still involves time and space consuming constructions of certain subgroups in the lifted group at every step except at the final one.

In this paper, an improved version that completely avoids such constructions is presented. From voltage distribution we first compute the weak action and the factor set that determine the lifted group, and we then carry out the test by extracting the necessary information only from the corresponding weak actions and factor sets at every step. An experimental comparison is made against the previous version.",2015-10-01,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/699,11,1,147,156,312
DP FAMNIT,The 2A-Majorana representations of the Harada-Norton group,10.26493/1855-3974.859.0c3,CC BY 4.0,"We show that all 2A-Majorana representations of the Harada-Norton group F5 have the same shape. If R is such a representation, we determine, using the theory of association schemes, the dimension and the irreducible constituents of the linear span U of the Majorana axes. Finally, we prove that, if R is based on the (unique) embedding of F5 in the Monster, U is closed under the algebra product.",2015-10-01,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/859,11,1,175,187,313
DP FAMNIT,On factorisations of complete graphs into circulant graphs and the Oberwolfach problem,10.26493/1855-3974.770.150,CC BY 4.0,"Various results on factorisations of complete graphs into circulant graphs and on 2-factorisations of these circulant graphs are proved. As a consequence, a number of new results on the Oberwolfach Problem are obtained. For example, a complete solution to the Oberwolfach Problem is given for every 2-regular graph of order 2p where p ≡ 5 (mod 8) is prime.",2015-10-03,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/770,11,1,157,173,314
DP FAMNIT,Isospectral genus two graphs are isomorphic,10.26493/1855-3974.550.e1a,CC BY 4.0,"By a graph we mean a finite connected multigraph without bridges. The genus of a graph is the dimension of its homology group. Two graphs are isospectral is they share the same Laplacian spectrum. We prove that two genus two graphs are isospectral if and only if they are isomorphic. Also, we present two bridgeless genus three graphs that are not isomorphic. The paper is motivated by the following open problem posed by Peter Buser: are isospectral Riemann surfaces of genus two isometric? ",2015-10-03,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/550,10,2,223,235,315
DP FAMNIT,Coping with backlog,NA,CC BY 4.0,NA,2015-10-12,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/954,9,2,NA,NA,316
DP FAMNIT,Here's to Jack E. Graver on his 80th birthday,NA,CC BY 4.0,NA,2015-10-19,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/961,9,2,NA,NA,317
DP FAMNIT,On colour-preserving automorphisms of Cayley graphs,10.26493/1855-3974.771.9b3,CC BY 4.0,"We study the automorphisms of a Cayley graph that preserve its natural edge-colouring. More precisely, we are interested in groups G, such that every such automorphism of every connected Cayley graph on G has a very simple form: the composition of a left-translation and a group automorphism. We find classes of groups that have the property, and we determine the orders of all groups that do not have the property. We also have analogous results for automorphisms that permute the colours, rather than preserving them.",2015-10-20,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/771,11,1,189,213,318
DP FAMNIT,Combinatorial categories and permutation groups,10.26493/1855-3974.545.fd5,CC BY 4.0,"The regular objects in various categories, such as maps, hypermaps or covering spaces, can be identified with the normal subgroups N of a given group Γ , with automorphism group isomorphic to Γ  / N. It is shown how to enumerate such objects with a given finite automorphism group G, how to represent them all as quotients of a single regular object U(G), and how the outer automorphism group of Γ  acts on them. Examples constructed include kaleidoscopic maps with trinity symmetry.",2015-10-20,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/545,10,2,237,254,319
DP FAMNIT,Geometric point-circle pentagonal geometries from Moore graphs,10.26493/1855-3974.787.925,CC BY 4.0,"We construct isometric point-circle configurations on surfaces from uniform maps. This gives one geometric realisation in terms of points and circles of the Desargues configuration in the real projective plane, and three distinct geometric realisations of the pentagonal geometry with seven points on each line and seven lines through each point on three distinct dianalytic surfaces of genus 57. We also give a geometric realisation of the latter pentagonal geometry in terms of points and hyperspheres in 24 dimensional Euclidean space. 
From these, we also obtain geometric realisations in terms of points and circles (or hyperspheres) of pentagonal geometries with k circles (hyperspheres) through each point and k-1 points on each circle (hypersphere).",2015-11-15,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/787,11,1,215,229,320
DP FAMNIT,Complete graphs with zero diagonal inverse,10.26493/1855-3974.639.249,CC BY 4.0,"If the inverse of a non-singular real symmetric matrix that represents an edge-weighted graph with no loops has zero diagonal, then the inverse itself is the matrix of a loopless graph. Here we show that such graphs having non--zero weight on each edge always exist if their number of vertices is at least 6.",2015-11-15,ARS MATHEMATICA CONTEMPORANEA,https://amc-journal.eu/index.php/amc/article/view/639,11,2,231,245,321
